Grasp,Object,Task,Video,TimeStamp,Subject,Duration,A,B,C,GraspedDimension,Rigidity,Roundness,Mass,CCObj,GraspSize,PIP,OppType,Shape,Type,Force,Constraint,Class,CCTask,blackRatio
no grasp,,,41,0:06:04,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-index finger,toilet brush,cleaning toilet,41,0:06:04,Housekeeper 1,2,15,1.5,1.5,b/c,rigid,a,200,0,1.5,Precision,Pad,prolate,cylinder,interaction,uur,use,0,0
no grasp,,,41,0:05:06,Housekeeper 1,5,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0.272727272727273
medium wrap,plastic bottle,cleaning toilet,41,0:06:11,Housekeeper 1,11,,,,CCObj,CCObj,CCObj,,1,6,Power,Palm,CCObj,CCObj,interaction,uur,use,0,0.130434782608696
no grasp,,,41,0:06:22,Housekeeper 1,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
power sphere,towel,holding cleaning supplies,41,0:06:23,Housekeeper 1,1,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,weight,uuu,hold,0,0
no grasp,,,41,0:06:24,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,spray bottle,aiming bottle at surface,41,0:06:24,Housekeeper 1,5,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Palm,bladed,irregular,weight,utt,use,0,0
no grasp,,,41,0:06:29,Housekeeper 1,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
power sphere,towel,cleaning toilet,41,0:06:30,Housekeeper 1,1,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,interaction,uur,use,0,0
no grasp,,,41,0:06:31,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
index finger extension,toilet brush,cleaning toilet,41,0:06:31,Housekeeper 1,9,15,1.5,1.5,b/c,rigid,a,200,0,1.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
no grasp,,,41,0:06:40,Housekeeper 1,2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
power sphere,towel,holding cleaning supplies,41,0:06:42,Housekeeper 1,9,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,weight,uuu,hold,0,0
no grasp,,,41,0:06:51,Housekeeper 1,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,mop,mopping floor,41,0:06:52,Housekeeper 1,14,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
index finger extension,mop,mopping floor,41,0:07:06,Housekeeper 1,1,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
medium wrap,mop,mopping floor,41,0:07:07,Housekeeper 1,5,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
index finger extension,mop,mopping floor,41,0:07:12,Housekeeper 1,5,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
medium wrap,mop,mopping floor,41,0:07:17,Housekeeper 1,41,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
no grasp,,,41,0:07:58,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
palmar,rug,arranging object,41,0:07:58,Housekeeper 1,3,15,15,1,c,squeezable,non-round,650,0,1,Power,Palm,oblate,short prism,weight,uuu,hold,0,0
thumb-2 finger,rug,arranging object,41,0:08:01,Housekeeper 1,0,15,15,1,c,squeezable,non-round,650,0,1,Precision,Pad,oblate,short prism,weight,uuu,hold,0,0
no grasp,,,41,0:08:01,Housekeeper 1,9,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,spray bottle,aiming bottle at surface,41,0:08:10,Housekeeper 1,3,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Palm,bladed,irregular,weight,utt,use,0,0
no grasp,,,41,0:08:13,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
power sphere,towel,wiping counter,41,0:08:13,Housekeeper 1,1,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,interaction,ttr,use,0,0
precision disk,towel,wiping counter,41,0:08:14,Housekeeper 1,15,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,41,0:08:29,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,spray bottle,aiming bottle at surface,41,0:08:29,Housekeeper 1,7,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Palm,bladed,irregular,weight,utt,use,0,0
no grasp,,,41,0:08:36,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral tripod,towel,holding cleaning supplies,41,0:08:36,Housekeeper 1,2,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
no grasp,,,41,0:08:38,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-2 finger,towel,folding towel,41,0:08:38,Housekeeper 1,2,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,weight,uuu,hold,0,0
no grasp,,,41,0:08:40,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,towel,folding towel,41,0:08:40,Housekeeper 1,2,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
thumb-index finger,towel,folding towel,41,0:08:42,Housekeeper 1,2,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,weight,uuu,hold,0,0
lateral pinch,towel,folding towel,41,0:08:44,Housekeeper 1,2,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
no grasp,,,41,0:08:46,Housekeeper 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
parallel extension,picture frame,arranging object,41,0:08:49,Housekeeper 1,1,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,41,0:08:50,Housekeeper 1,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-4 finger,small trinket,arranging object,41,0:08:51,Housekeeper 1,1,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,41,0:08:52,Housekeeper 1,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
power sphere,towel,wiping counter,41,0:08:53,Housekeeper 1,2,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,interaction,ttr,use,0,0
precision disk,towel,wiping counter,41,0:08:55,Housekeeper 1,5,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,41,0:09:00,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-4 finger,small trinket,arranging object,41,0:09:00,Housekeeper 1,2,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,41,0:09:02,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,picture frame,arranging object,41,0:09:02,Housekeeper 1,2,,,,CCObj,CCObj,CCObj,,1,,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,41,0:09:04,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,spray bottle,aiming bottle at surface,41,0:09:04,Housekeeper 1,3,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Palm,bladed,irregular,weight,utt,use,0,0
no grasp,,,41,0:09:07,Housekeeper 1,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,pillowcase,making bed,41,0:09:08,Housekeeper 1,2,,,,floppy,floppy,floppy,85,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
no grasp,,,41,0:09:10,Housekeeper 1,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
power sphere,towel,wiping counter,41,0:09:11,Housekeeper 1,3,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,41,0:09:14,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-index finger,pull on blinds,opening blinds,41,0:09:14,Housekeeper 1,2,,,,floppy,floppy,floppy,17.5,0,,Precision,Pad,floppy,floppy,interaction,uuu,use,0,0
no grasp,,,41,0:09:16,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
power sphere,towel,wiping counter,41,0:09:16,Housekeeper 1,9,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,interaction,ttr,use,0,0
precision disk,towel,wiping counter,41,0:09:25,Housekeeper 1,10,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
thumb-4 finger,remote,arranging object,41,0:09:35,Housekeeper 1,1,15,6,2.5,b,rigid,non-round,165,0,6,Precision,Pad,bladed,irregular,weight,uuu,hold,0,0
no grasp,,,41,0:09:36,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
power sphere,towel,wiping counter,41,0:09:36,Housekeeper 1,4,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,interaction,ttr,use,0,0
precision disk,towel,wiping counter,41,0:09:40,Housekeeper 1,15,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,41,0:09:55,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
large diameter,spray bottle,holding cleaning supplies,41,0:09:55,Housekeeper 1,2,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Palm,bladed,irregular,weight,uuu,hold,0,0.4
no grasp,,,41,0:09:57,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,1
power sphere,towel,wiping counter,41,0:09:57,Housekeeper 1,2,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,interaction,ttr,use,0,1
precision disk,towel,wiping counter,41,0:09:59,Housekeeper 1,15,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0.967741935483871
medium wrap,towel,wiping furniture,41,0:10:14,Housekeeper 1,5,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,interaction,ttr,use,0,0
precision disk,towel,wiping counter,41,0:10:19,Housekeeper 1,12,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,41,0:10:31,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,pillowcase,making bed,41,0:10:31,Housekeeper 1,2,,,,floppy,floppy,floppy,85,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
no grasp,,,41,0:10:33,Housekeeper 1,4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
ring,spray bottle,holding cleaning supplies,41,0:10:37,Housekeeper 1,8,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Pad,bladed,irregular,weight,uuu,hold,0,0.176470588235294
lateral tripod,towel,holding cleaning supplies,41,0:10:45,Housekeeper 1,6,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
precision disk,towel,wiping furniture,41,0:10:51,Housekeeper 1,15,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0.709677419354839
medium wrap,spray bottle,aiming bottle at work,41,0:12:06,Housekeeper 1,5,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Palm,bladed,irregular,weight,utt,use,0,0
power sphere,towel,wiping counter,41,0:12:11,Housekeeper 1,13,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,interaction,ttr,use,0,0
precision disk,towel,wiping counter,41,0:12:24,Housekeeper 1,4,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
power sphere,towel,holding cleaning supplies,41,0:12:28,Housekeeper 1,4,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,weight,uuu,hold,0,0
precision disk,towel,wiping counter,41,0:12:32,Housekeeper 1,23,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0.51063829787234
no grasp,,,41,0:12:55,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,1
thumb-2 finger,small trinket,arranging object,41,0:12:55,Housekeeper 1,0,,,,CCObj,CCObj,CCObj,,1,,Precision,Pad,CCObj,CCObj,weight,uuu,hold,0,1
no grasp,,,41,0:12:55,Housekeeper 1,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,1
lateral pinch,picture frame,arranging object,41,0:12:56,Housekeeper 1,2,,,,CCObj,CCObj,CCObj,,1,,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,1
precision disk,towel,wiping counter,41,0:12:58,Housekeeper 1,13,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0.888888888888889
power sphere,towel,wiping counter,41,0:13:11,Housekeeper 1,7,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,interaction,ttr,use,0,0.2
no grasp,,,41,0:13:18,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
tripod,ball,arranging object,41,0:13:18,Housekeeper 1,1,6.5,6.5,6.5,a/b/c,rigid,abc,60,0,6.5,Precision,Pad,equant,sphere,weight,uuu,hold,0,0
no grasp,,,41,0:13:19,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
precision disk,towel,wiping furniture,41,0:13:19,Housekeeper 1,5,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
power sphere,towel,wiping furniture,41,0:13:24,Housekeeper 1,13,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,interaction,ttr,use,0,0.814814814814815
precision disk,towel,wiping furniture,41,0:13:37,Housekeeper 1,5,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,1
power sphere,towel,wiping furniture,41,0:13:42,Housekeeper 1,3,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,interaction,ttr,use,0,1
precision disk,towel,wiping furniture,41,0:13:45,Housekeeper 1,3,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,1
no grasp,,,41,0:13:48,Housekeeper 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,1
thumb-2 finger,towel,holding cleaning supplies,41,0:13:51,Housekeeper 1,4,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,weight,uuu,hold,0,1
no grasp,,,41,0:13:55,Housekeeper 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0.571428571428571
extension type,blanket,arranging object,41,0:13:58,Housekeeper 1,4,,,,floppy,floppy,floppy,600,0,,Power,Pad,floppy,floppy,weight,uuu,hold,0,0
no grasp,,,41,0:14:02,Housekeeper 1,9,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,blanket,arranging object,41,0:14:11,Housekeeper 1,0,,,,floppy,floppy,floppy,600,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
no grasp,,,41,0:14:11,Housekeeper 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,pillow,arranging object,41,0:14:14,Housekeeper 1,0,15,15,6.5,c,squeezable,non-round,350,0,6.5,Intermediate,Side,oblate,short prism,weight,uuu,hold,0,0
no grasp,,,41,0:14:14,Housekeeper 1,12,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-4 finger,spray bottle,holding cleaning supplies,41,0:14:26,Housekeeper 1,2,15,6,3.5,b/c,squeezable,non-round,400,0,6,Precision,Pad,bladed,irregular,weight,uuu,hold,0,0
no grasp,,,41,0:14:28,Housekeeper 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,spray bottle,aiming bottle at surface,41,0:14:31,Housekeeper 1,40,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Palm,bladed,irregular,weight,utt,use,0,0
no grasp,,,41,0:15:11,Housekeeper 1,4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,mop,mopping floor,41,0:15:15,Housekeeper 1,15,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
no grasp,,,41,0:15:30,Housekeeper 1,2,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
index finger extension,mop,mopping floor,41,0:15:32,Housekeeper 1,1,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
medium wrap,mop,mopping floor,41,0:15:33,Housekeeper 1,20,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
index finger extension,mop,mopping floor,41,0:15:53,Housekeeper 1,5,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
medium wrap,mop,mopping floor,41,0:15:58,Housekeeper 1,6,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
index finger extension,mop,mopping floor,41,0:16:04,Housekeeper 1,6,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
medium wrap,mop,mopping floor,41,0:16:10,Housekeeper 1,20,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
no grasp,,,41,0:16:30,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
parallel extension,chair,arranging object,41,0:16:30,Housekeeper 1,0,15,15,2,c,rigid,non-round,1000,0,2,Precision,Pad,oblate,short prism,weight,uuu,hold,0,0
no grasp,,,41,0:16:30,Housekeeper 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,chair,arranging object,41,0:16:33,Housekeeper 1,0,15,15,2,c,rigid,non-round,1000,0,2,Intermediate,Side,oblate,short prism,weight,uuu,hold,0,0
no grasp,,,41,0:16:33,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,mop,mopping floor,41,0:16:33,Housekeeper 1,21,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
no grasp,,,41,0:16:54,Housekeeper 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,small bench,arranging object,41,0:16:57,Housekeeper 1,1,,,,CCObj,CCObj,CCObj,,1,3,Intermediate,Side,CCObj,CCObj,weight,uuu,hold,0,0
no grasp,,,41,0:16:58,Housekeeper 1,6,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,mop,mopping floor,41,0:17:04,Housekeeper 1,12,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
index finger extension,mop,mopping floor,41,0:17:16,Housekeeper 1,2,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
medium wrap,mop,mopping floor,41,0:17:18,Housekeeper 1,23,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
no grasp,,,41,0:17:41,Housekeeper 1,1,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,mop,mopping floor,41,0:17:42,Housekeeper 1,4,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
no grasp,,,41,0:17:46,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,spray bottle,holding cleaning supplies,41,0:17:46,Housekeeper 1,2,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Palm,bladed,irregular,weight,uuu,hold,0,0
no grasp,,,41,0:17:48,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,mop,mopping floor,41,0:17:48,Housekeeper 1,7,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
index finger extension,mop,mopping floor,41,0:17:55,Housekeeper 1,6,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,interaction,uur,use,0,0
thumb-2 finger,mop,holding cleaning supplies,41,0:18:41,Housekeeper 1,5,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,41,0:18:46,Housekeeper 1,29,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,bedsheet,making bed,41,0:19:15,Housekeeper 1,2,,,,floppy,floppy,floppy,450,0,,Intermediate,Side,floppy,floppy,CCTask,CCTask,CCTask,1,0
no grasp,,,41,0:19:17,Housekeeper 1,4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-4 finger,bedsheet,making bed,41,0:19:21,Housekeeper 1,1,,,,floppy,floppy,floppy,450,0,,Precision,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
no grasp,,,41,0:19:22,Housekeeper 1,28,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0.210526315789474
medium wrap,spray bottle,aiming bottle at surface,41,0:19:50,Housekeeper 1,7,15,6,3.5,b/c,squeezable,non-round,400,0,6,Power,Palm,bladed,irregular,weight,utt,use,0,0
no grasp,,,41,0:19:57,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
lateral pinch,towel,holding cleaning supplies,41,0:19:57,Housekeeper 1,3,,,,floppy,floppy,floppy,250,0,,Intermediate,Side,floppy,floppy,weight,uuu,hold,0,0
precision disk,towel,wiping counter,41,0:20:00,Housekeeper 1,7,,,,floppy,floppy,floppy,250,0,,Precision,Pad,floppy,floppy,interaction,ttr,use,0,0
thumb-2 finger,drawer,opening drawer,41,0:20:07,Housekeeper 1,1,15,8,1.5,c,rigid,non-round,1000,0,1.5,Precision,Pad,bladed,irregular,interaction,txx,use,0,0
power sphere,towel,wiping furniture,41,0:20:08,Housekeeper 1,3,,,,floppy,floppy,floppy,250,0,,Power,Palm,floppy,floppy,interaction,ttr,use,0,0
no grasp,,,41,0:20:11,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-3 finger,tape,arranging object,41,0:20:11,Housekeeper 1,7,,,,floppy,floppy,floppy,6,0,,Precision,Pad,floppy,floppy,weight,uuu,hold,0,0
no grasp,,,41,0:20:18,Housekeeper 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-3 finger,mop,holding cleaning supplies,41,0:20:21,Housekeeper 1,13,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Precision,Pad,prolate,cylinder,weight,uuu,hold,0,0
no grasp,,,41,0:20:34,Housekeeper 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-index finger,tape,fixing cleaning supplies,41,0:20:37,Housekeeper 1,19,,,,floppy,floppy,floppy,6,0,,Precision,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
no grasp,,,41,0:20:56,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,mop,fixing cleaning supplies,41,0:20:56,Housekeeper 1,10,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,CCTask,CCTask,CCTask,1,0
no grasp,,,41,0:21:06,Housekeeper 1,3,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,mop,fixing cleaning supplies,41,0:21:09,Housekeeper 1,4,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,CCTask,CCTask,CCTask,1,0
no grasp,,,41,0:21:13,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-index finger,tape,fixing cleaning supplies,41,0:21:13,Housekeeper 1,1,,,,floppy,floppy,floppy,6,0,,Precision,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
no grasp,,,41,0:21:14,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,mop,fixing cleaning supplies,41,0:21:14,Housekeeper 1,2,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,CCTask,CCTask,CCTask,1,0
no grasp,,,41,0:21:16,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-index finger,tape,fixing cleaning supplies,41,0:21:16,Housekeeper 1,7,,,,floppy,floppy,floppy,6,0,,Precision,Pad,floppy,floppy,CCTask,CCTask,CCTask,1,0
no grasp,,,41,0:21:23,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
medium wrap,mop,fixing cleaning supplies,41,0:21:23,Housekeeper 1,7,15,3.5,3.5,b/c,rigid,a,400,0,3.5,Power,Palm,prolate,cylinder,CCTask,CCTask,CCTask,1,0
no grasp,,,41,0:21:30,Housekeeper 1,4,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
thumb-4 finger,tape,holding cleaning supplies,41,0:21:34,Housekeeper 1,4,,,,floppy,floppy,floppy,6,0,,Precision,Pad,floppy,floppy,weight,uuu,hold,0,0
no grasp,,,41,0:21:38,Housekeeper 1,0,,,,NG,NG,NG,,NG,,NG,NG,NG,NG,NG,NG,NG,NG,0
