,ID,Subject,Grasp,ADL,Video,StartFrame,EndFrame,OppType,PIP,VirtualFingers,Thumb,Duration,depthStart,depthEnd,SequenceNum,BigCategories,SmallCategories
185,Grasp00186,subject 1,index finger extension,cooking,subject_1_gopro_seg_3.mp4,7557,7724,Palm,Power,3-5,Add,5.57,6977,7096,1,pow-prismatic,pow-oblique
187,Grasp00188,subject 1,palmar pinch,cooking,subject_1_gopro_seg_3.mp4,8563,8649,Pad,Precision,2,Abd,2.87,7865,7951,0,pre-prismatic,pre-pinch
188,Grasp00189,subject 1,palmar pinch,cooking,subject_1_gopro_seg_3.mp4,8881,8917,Pad,Precision,2,Abd,1.2,8183,8219,0,pre-prismatic,pre-pinch
189,Grasp00190,subject 1,palmar pinch,cooking,subject_1_gopro_seg_3.mp4,8933,8955,Pad,Precision,2,Abd,0.73,8235,8257,0,pre-prismatic,pre-pinch
190,Grasp00191,subject 1,index finger extension,cooking,subject_1_gopro_seg_3.mp4,8956,9144,Palm,Power,3-5,Add,6.27,8258,8383,1,pow-prismatic,pow-oblique
192,Grasp00193,subject 1,palmar pinch,cooking,subject_1_gopro_seg_3.mp4,9412,9664,Pad,Precision,2,Abd,8.4,8623,8842,0,pre-prismatic,pre-pinch
193,Grasp00194,subject 1,palmar pinch,cooking,subject_1_gopro_seg_3.mp4,9688,9705,Pad,Precision,2,Abd,0.57,8867,8884,0,pre-prismatic,pre-pinch
194,Grasp00195,subject 1,index finger extension,cooking,subject_1_gopro_seg_3.mp4,9706,9759,Palm,Power,3-5,Add,1.77,8885,8929,1,pow-prismatic,pow-oblique
196,Grasp00197,subject 1,palmar pinch,cooking,subject_1_gopro_seg_3.mp4,10684,10744,Pad,Precision,2,Abd,2.0,9725,9778,0,pre-prismatic,pre-pinch
197,Grasp00198,subject 1,prismatic 4 finger,cooking,subject_1_gopro_seg_3.mp4,10762,10908,Pad,Precision,2-5,Abd,4.87,9796,9929,0,pre-prismatic,pre-prismatic
199,Grasp00200,subject 1,palmar pinch,cooking,subject_1_gopro_seg_3.mp4,11432,11519,Pad,Precision,2,Abd,2.9,10399,10486,0,pre-prismatic,pre-pinch
200,Grasp00201,subject 1,prismatic 3 finger,cooking,subject_1_gopro_seg_3.mp4,11525,11750,Pad,Precision,2-4,Abd,7.5,10492,10701,0,pre-prismatic,pre-prismatic
201,Grasp00202,subject 1,palmar pinch,cooking,subject_1_gopro_seg_3.mp4,11778,11790,Pad,Precision,2,Abd,0.4,10721,10733,0,pre-prismatic,pre-pinch
202,Grasp00203,subject 1,index finger extension,cooking,subject_1_gopro_seg_3.mp4,11791,11873,Palm,Power,3-5,Add,2.73,10734,10810,1,pow-prismatic,pow-oblique
204,Grasp00205,subject 1,index finger extension,cooking,subject_1_gopro_seg_3.mp4,12055,12183,Palm,Power,3-5,Add,4.27,10987,11109,3,pow-prismatic,pow-oblique
206,Grasp00207,subject 1,tripod,cooking,subject_1_gopro_seg_3.mp4,12378,12445,Pad,Precision,2-3,Abd,2.23,11296,11343,0,circular,pre-circular
207,Grasp00208,subject 1,prismatic 3 finger,cooking,subject_1_gopro_seg_3.mp4,12612,12671,Pad,Precision,2-4,Abd,1.97,11502,11552,0,pre-prismatic,pre-prismatic
208,Grasp00209,subject 1,prismatic 3 finger,cooking,subject_1_gopro_seg_3.mp4,12690,12805,Pad,Precision,2-4,Abd,3.83,11571,11681,0,pre-prismatic,pre-prismatic
209,Grasp00210,subject 1,palmar pinch,cooking,subject_1_gopro_seg_3.mp4,12838,12852,Pad,Precision,2,Abd,0.47,11702,11716,0,pre-prismatic,pre-pinch
210,Grasp00211,subject 1,index finger extension,cooking,subject_1_gopro_seg_3.mp4,12853,12919,Palm,Power,3-5,Add,2.2,11717,11761,1,pow-prismatic,pow-oblique
212,Grasp00213,subject 1,prismatic 2 finger,cooking,subject_1_gopro_seg_3.mp4,13348,13432,Pad,Precision,2-3,Abd,2.8,12147,12211,0,pre-prismatic,pre-prismatic
214,Grasp00215,subject 1,lateral tripod,cooking,subject_1_gopro_seg_3.mp4,13807,14081,Side,Intermediate,3,Add,9.13,12578,12848,0,int-lateral,int-lateral
215,Grasp00216,subject 1,palmar pinch,cooking,subject_1_gopro_seg_3.mp4,14096,14110,Pad,Precision,2,Abd,0.47,12861,12875,0,pre-prismatic,pre-pinch
216,Grasp00217,subject 1,index finger extension,cooking,subject_1_gopro_seg_3.mp4,14111,14258,Palm,Power,3-5,Add,4.9,12876,12985,1,pow-prismatic,pow-oblique
218,Grasp00219,subject 1,inferior pincer,cooking,subject_1_gopro_seg_3.mp4,14504,14610,Pad,Precision,2,Abd,3.53,13218,13319,0,pre-prismatic,pre-pinch
219,Grasp00220,subject 1,palmar pinch,cooking,subject_1_gopro_seg_3.mp4,14624,14642,Pad,Precision,2,Abd,0.6,13329,13344,0,pre-prismatic,pre-pinch
220,Grasp00221,subject 1,index finger extension,cooking,subject_1_gopro_seg_3.mp4,14643,14770,Palm,Power,3-5,Add,4.23,13345,13437,1,pow-prismatic,pow-oblique
222,Grasp00223,subject 1,tripod,cooking,subject_1_gopro_seg_3.mp4,14932,15150,Pad,Precision,2-3,Abd,7.27,13571,13736,0,circular,pre-circular
223,Grasp00224,subject 1,lateral tripod,cooking,subject_1_gopro_seg_3.mp4,15547,15884,Side,Intermediate,3,Add,11.23,14132,14467,0,int-lateral,int-lateral
224,Grasp00225,subject 1,palmar pinch,cooking,subject_1_gopro_seg_3.mp4,16174,16201,Pad,Precision,2,Abd,0.9,14736,14763,0,pre-prismatic,pre-pinch
225,Grasp00226,subject 1,index finger extension,cooking,subject_1_gopro_seg_3.mp4,16202,16444,Palm,Power,3-5,Add,8.07,14764,14985,1,pow-prismatic,pow-oblique
227,Grasp00228,subject 1,prismatic 2 finger,cooking,subject_1_gopro_seg_3.mp4,16501,16698,Pad,Precision,2-3,Abd,6.57,15030,15208,0,pre-prismatic,pre-prismatic
229,Grasp00230,subject 1,palmar pinch,cooking,subject_1_gopro_seg_3.mp4,17003,17118,Pad,Precision,2,Abd,3.83,15464,15579,0,pre-prismatic,pre-pinch
230,Grasp00231,subject 1,prismatic 2 finger,cooking,subject_1_gopro_seg_3.mp4,17195,17461,Pad,Precision,2-3,Abd,8.87,15652,15904,0,pre-prismatic,pre-prismatic
231,Grasp00232,subject 1,lateral tripod,cooking,subject_1_gopro_seg_3.mp4,17500,18088,Side,Intermediate,3,Add,19.6,15940,16443,0,int-lateral,int-lateral
232,Grasp00233,subject 1,prismatic 2 finger,cooking,subject_1_gopro_seg_3.mp4,18098,18182,Pad,Precision,2-3,Abd,2.8,16453,16522,0,pre-prismatic,pre-prismatic
233,Grasp00234,subject 1,palmar pinch,cooking,subject_1_gopro_seg_3.mp4,18200,18224,Pad,Precision,2,Abd,0.8,16536,16552,0,pre-prismatic,pre-pinch
235,Grasp00236,subject 1,tripod,cooking,subject_1_gopro_seg_3.mp4,18598,18824,Pad,Precision,2-3,Abd,7.53,16903,17077,0,circular,pre-circular
236,Grasp00237,subject 1,tripod,cooking,subject_1_gopro_seg_3.mp4,18884,19376,Pad,Precision,2-3,Abd,16.4,17137,17564,0,circular,pre-circular
237,Grasp00238,subject 1,tripod,cooking,subject_1_gopro_seg_3.mp4,19431,19699,Pad,Precision,2-3,Abd,8.93,17619,17769,0,circular,pre-circular
238,Grasp00239,subject 1,lateral tripod,cooking,subject_1_gopro_seg_4.mp4,62,289,Side,Intermediate,3,Add,7.57,62,289,0,int-lateral,int-lateral
239,Grasp00240,subject 1,prismatic 4 finger,cooking,subject_1_gopro_seg_4.mp4,307,320,Pad,Precision,2-5,Abd,0.43,307,320,0,pre-prismatic,pre-prismatic
240,Grasp00241,subject 1,adducted thumb,cooking,subject_1_gopro_seg_4.mp4,321,423,Palm,Power,2-5,Add,3.4,321,416,1,pow-prismatic,pow-oblique
241,Grasp00242,subject 1,prismatic 4 finger,cooking,subject_1_gopro_seg_4.mp4,435,536,Pad,Precision,2-5,Abd,3.37,428,529,0,pre-prismatic,pre-prismatic
242,Grasp00243,subject 1,prismatic 2 finger,cooking,subject_1_gopro_seg_4.mp4,535,891,Pad,Precision,2-3,Abd,11.87,528,878,0,pre-prismatic,pre-prismatic
243,Grasp00244,subject 1,lateral tripod,cooking,subject_1_gopro_seg_4.mp4,930,1528,Side,Intermediate,3,Add,19.93,917,1511,0,int-lateral,int-lateral
244,Grasp00245,subject 1,inferior pincer,cooking,subject_1_gopro_seg_4.mp4,1568,1628,Pad,Precision,2,Abd,2.0,1534,1594,0,pre-prismatic,pre-pinch
245,Grasp00246,subject 1,inferior pincer,cooking,subject_1_gopro_seg_4.mp4,1639,1785,Pad,Precision,2,Abd,4.87,1601,1732,0,pre-prismatic,pre-pinch
246,Grasp00247,subject 1,lateral tripod,cooking,subject_1_gopro_seg_4.mp4,1808,3112,Side,Intermediate,3,Add,43.47,1755,2989,0,int-lateral,int-lateral
247,Grasp00248,subject 1,prismatic 2 finger,cooking,subject_1_gopro_seg_4.mp4,3170,3195,Pad,Precision,2-3,Abd,0.83,3047,3069,0,pre-prismatic,pre-prismatic
248,Grasp00249,subject 1,tripod,cooking,subject_1_gopro_seg_4.mp4,3215,3258,Pad,Precision,2-3,Abd,1.43,3081,3123,0,circular,pre-circular
249,Grasp00250,subject 1,lateral,cooking,subject_1_gopro_seg_4.mp4,3273,3552,Side,Intermediate,2-5,Add,9.3,3136,3413,0,int-lateral,int-lateral
250,Grasp00251,subject 1,medium wrap,cooking,subject_1_gopro_seg_4.mp4,3734,3944,Palm,Power,2-5,Abd,7.0,3593,3799,0,pow-prismatic,pow-cylindric
251,Grasp00252,subject 1,lateral,cooking,subject_1_gopro_seg_4.mp4,3963,4004,Side,Intermediate,2-5,Add,1.37,3814,3856,0,int-lateral,int-lateral
252,Grasp00253,subject 1,prismatic 3 finger,cooking,subject_1_gopro_seg_4.mp4,4018,4067,Pad,Precision,2-4,Abd,1.63,3870,3919,0,pre-prismatic,pre-prismatic
255,Grasp00256,subject 1,palmar pinch,cooking,subject_1_gopro_seg_4.mp4,4556,4612,Pad,Precision,2,Abd,1.87,4399,4455,0,pre-prismatic,pre-pinch
256,Grasp00257,subject 1,prismatic 4 finger,cooking,subject_1_gopro_seg_4.mp4,4627,4667,Pad,Precision,2-5,Abd,1.33,4469,4509,0,pre-prismatic,pre-prismatic
257,Grasp00258,subject 1,power sphere,cooking,subject_1_gopro_seg_4.mp4,4668,4806,Palm,Power,2-5,Abd,4.6,4510,4640,1,circular,pow-circular
258,Grasp00259,subject 1,large diameter,cooking,subject_1_gopro_seg_4.mp4,4835,4980,Palm,Power,2-5,Abd,4.83,4664,4797,0,pow-prismatic,pow-cylindric
259,Grasp00260,subject 1,power sphere,cooking,subject_1_gopro_seg_4.mp4,4991,5137,Palm,Power,2-5,Abd,4.87,4808,4947,0,circular,pow-circular
260,Grasp00261,subject 1,lateral,cooking,subject_1_gopro_seg_4.mp4,5138,5202,Side,Intermediate,2-5,Add,2.13,4948,5012,1,int-lateral,int-lateral
261,Grasp00262,subject 1,power sphere,cooking,subject_1_gopro_seg_4.mp4,5203,5215,Palm,Power,2-5,Abd,0.4,5013,5025,0,circular,pow-circular
262,Grasp00263,subject 1,palmar pinch,cooking,subject_1_gopro_seg_4.mp4,5218,5294,Pad,Precision,2,Abd,2.53,5028,5101,1,pre-prismatic,pre-pinch
263,Grasp00264,subject 1,sphere 3 finger,cooking,subject_1_gopro_seg_4.mp4,5296,5432,Pad,Power,2-3,Abd,4.53,5103,5227,2,circular,pow-circular
264,Grasp00265,subject 1,lateral,cooking,subject_1_gopro_seg_4.mp4,5434,5599,Side,Intermediate,2-5,Add,5.5,5229,5369,3,int-lateral,int-lateral
266,Grasp00267,subject 1,palmar pinch,cooking,subject_1_gopro_seg_4.mp4,5911,5940,Pad,Precision,2,Abd,0.97,5660,5689,5,pre-prismatic,pre-pinch
267,Grasp00268,subject 1,lateral tripod,cooking,subject_1_gopro_seg_4.mp4,5953,6000,Side,Intermediate,3,Add,1.57,5694,5738,6,int-lateral,int-lateral
268,Grasp00269,subject 1,lateral,cooking,subject_1_gopro_seg_4.mp4,6142,6211,Side,Intermediate,2-5,Add,2.3,5860,5929,7,int-lateral,int-lateral
271,Grasp00272,subject 1,prismatic 4 finger,cooking,subject_1_gopro_seg_4.mp4,6644,7331,Pad,Precision,2-5,Abd,22.9,6336,7007,0,pre-prismatic,pre-prismatic
272,Grasp00273,subject 1,lateral,cooking,subject_1_gopro_seg_4.mp4,7349,7376,Side,Intermediate,2-5,Add,0.9,7022,7049,0,int-lateral,int-lateral
276,Grasp00277,subject 1,lateral,cooking,subject_1_gopro_seg_4.mp4,8532,8557,Side,Intermediate,2-5,Add,0.83,8106,8132,0,int-lateral,int-lateral
277,Grasp00278,subject 1,lateral,cooking,subject_1_gopro_seg_4.mp4,8725,8766,Side,Intermediate,2-5,Add,1.37,8296,8337,0,int-lateral,int-lateral
278,Grasp00279,subject 1,adducted thumb,cooking,subject_1_gopro_seg_4.mp4,8762,8910,Palm,Power,2-5,Add,4.93,8333,8465,1,pow-prismatic,pow-oblique
280,Grasp00281,subject 1,lateral,cooking,subject_1_gopro_seg_4.mp4,9259,9281,Side,Intermediate,2-5,Add,0.73,8808,8831,0,int-lateral,int-lateral
283,Grasp00284,subject 1,lateral,cooking,subject_1_gopro_seg_4.mp4,9634,9652,Side,Intermediate,2-5,Add,0.6,9161,9180,0,int-lateral,int-lateral
286,Grasp00287,subject 1,prismatic 4 finger,cooking,subject_1_gopro_seg_4.mp4,9914,9955,Pad,Precision,2-5,Abd,1.37,9438,9479,0,pre-prismatic,pre-prismatic
290,Grasp00291,subject 1,prismatic 4 finger,cooking,subject_1_gopro_seg_4.mp4,10223,10566,Pad,Precision,2-5,Abd,11.43,9728,10063,0,pre-prismatic,pre-prismatic
291,Grasp00292,subject 1,power sphere,cooking,subject_1_gopro_seg_4.mp4,10587,10655,Palm,Power,2-5,Abd,2.27,10084,10145,0,circular,pow-circular
292,Grasp00293,subject 1,prismatic 4 finger,cooking,subject_1_gopro_seg_4.mp4,10693,10753,Pad,Precision,2-5,Abd,2.0,10184,10244,0,pre-prismatic,pre-prismatic
293,Grasp00294,subject 1,lateral,cooking,subject_1_gopro_seg_4.mp4,10790,10834,Side,Intermediate,2-5,Add,1.47,10281,10325,0,int-lateral,int-lateral
294,Grasp00295,subject 1,prismatic 2 finger,laundry,subject_1_gopro_seg_5.mp4,72,116,Pad,Precision,2-3,Abd,1.47,72,116,0,pre-prismatic,pre-prismatic
295,Grasp00296,subject 1,tripod,laundry,subject_1_gopro_seg_5.mp4,122,241,Pad,Precision,2-3,Abd,3.97,122,241,0,circular,pre-circular
297,Grasp00298,subject 1,prismatic 2 finger,laundry,subject_1_gopro_seg_5.mp4,390,459,Pad,Precision,2-3,Abd,2.3,390,459,1,pre-prismatic,pre-prismatic
300,Grasp00301,subject 1,palmar pinch,laundry,subject_1_gopro_seg_5.mp4,572,720,Pad,Precision,2,Abd,4.93,572,720,0,pre-prismatic,pre-pinch
307,Grasp00308,subject 1,prismatic 4 finger,laundry,subject_1_gopro_seg_5.mp4,1815,1856,Pad,Precision,2-5,Abd,1.37,1814,1855,0,pre-prismatic,pre-prismatic
308,Grasp00309,subject 1,prismatic 2 finger,laundry,subject_1_gopro_seg_5.mp4,1905,1942,Pad,Precision,2-3,Abd,1.23,1904,1941,0,pre-prismatic,pre-prismatic
309,Grasp00310,subject 1,prismatic 4 finger,laundry,subject_1_gopro_seg_5.mp4,1953,1971,Pad,Precision,2-5,Abd,0.6,1952,1970,0,pre-prismatic,pre-prismatic
310,Grasp00311,subject 1,prismatic 3 finger,laundry,subject_1_gopro_seg_5.mp4,2031,2075,Pad,Precision,2-4,Abd,1.47,2030,2074,0,pre-prismatic,pre-prismatic
311,Grasp00312,subject 1,prismatic 4 finger,laundry,subject_1_gopro_seg_5.mp4,2164,2188,Pad,Precision,2-5,Abd,0.8,2163,2188,0,pre-prismatic,pre-prismatic
312,Grasp00313,subject 1,medium wrap,laundry,subject_1_gopro_seg_5.mp4,2505,3144,Palm,Power,2-5,Abd,21.3,2495,3130,0,pow-prismatic,pow-cylindric
313,Grasp00314,subject 1,prismatic 2 finger,laundry,subject_1_gopro_seg_5.mp4,3150,3176,Pad,Precision,2-3,Abd,0.87,3136,3162,0,pre-prismatic,pre-prismatic
314,Grasp00315,subject 1,medium wrap,laundry,subject_1_gopro_seg_5.mp4,3265,3679,Palm,Power,2-5,Abd,13.8,3252,3666,0,pow-prismatic,pow-cylindric
315,Grasp00316,subject 1,prismatic 4 finger,laundry,subject_1_gopro_seg_5.mp4,3691,3727,Pad,Precision,2-5,Abd,1.2,3675,3713,0,pre-prismatic,pre-prismatic
317,Grasp00318,subject 1,prismatic 2 finger,laundry,subject_1_gopro_seg_5.mp4,4008,4028,Pad,Precision,2-3,Abd,0.67,3994,4014,0,pre-prismatic,pre-prismatic
318,Grasp00319,subject 1,prismatic 3 finger,laundry,subject_1_gopro_seg_5.mp4,4014,4059,Pad,Precision,2-4,Abd,1.5,4000,4045,0,pre-prismatic,pre-prismatic
319,Grasp00320,subject 1,medium wrap,laundry,subject_1_gopro_seg_5.mp4,4289,4954,Palm,Power,2-5,Abd,22.17,4275,4940,0,pow-prismatic,pow-cylindric
320,Grasp00321,subject 1,prismatic 4 finger,laundry,subject_1_gopro_seg_5.mp4,4961,5037,Pad,Precision,2-5,Abd,2.53,4947,5023,0,pre-prismatic,pre-prismatic
321,Grasp00322,subject 1,small diameter,laundry,subject_1_gopro_seg_5.mp4,5097,5444,Palm,Power,2-5,Abd,11.57,5083,5430,0,pow-prismatic,pow-cylindric
322,Grasp00323,subject 1,palmar pinch,laundry,subject_1_gopro_seg_5.mp4,5454,5482,Pad,Precision,2,Abd,0.93,5440,5468,0,pre-prismatic,pre-pinch
323,Grasp00324,subject 1,prismatic 4 finger,laundry,subject_1_gopro_seg_5.mp4,5645,5660,Pad,Precision,2-5,Abd,0.5,5631,5647,0,pre-prismatic,pre-prismatic
324,Grasp00325,subject 1,palmar pinch,laundry,subject_1_gopro_seg_5.mp4,5686,5701,Pad,Precision,2,Abd,0.5,5673,5688,0,pre-prismatic,pre-pinch
325,Grasp00326,subject 1,medium wrap,laundry,subject_1_gopro_seg_5.mp4,5713,6192,Palm,Power,2-5,Abd,15.97,5700,6179,0,pow-prismatic,pow-cylindric
326,Grasp00327,subject 1,medium wrap,laundry,subject_1_gopro_seg_5.mp4,6295,6535,Palm,Power,2-5,Abd,8.0,6282,6522,0,pow-prismatic,pow-cylindric
327,Grasp00328,subject 1,lateral,laundry,subject_1_gopro_seg_5.mp4,6871,6921,Side,Intermediate,2-5,Add,1.67,6858,6908,0,int-lateral,int-lateral
328,Grasp00329,subject 1,adducted thumb,laundry,subject_1_gopro_seg_5.mp4,6928,6963,Palm,Power,2-5,Add,1.17,6916,6951,0,pow-prismatic,pow-oblique
329,Grasp00330,subject 1,prismatic 3 finger,laundry,subject_1_gopro_seg_5.mp4,6987,7037,Pad,Precision,2-4,Abd,1.67,6975,7025,0,pre-prismatic,pre-prismatic
332,Grasp00333,subject 1,adducted thumb,laundry,subject_1_gopro_seg_5.mp4,7476,8112,Palm,Power,2-5,Add,21.2,7464,8100,0,pow-prismatic,pow-oblique
333,Grasp00334,subject 1,prismatic 2 finger,laundry,subject_1_gopro_seg_5.mp4,8192,8231,Pad,Precision,2-3,Abd,1.3,8180,8219,0,pre-prismatic,pre-prismatic
334,Grasp00335,subject 1,adducted thumb,laundry,subject_1_gopro_seg_5.mp4,8238,8730,Palm,Power,2-5,Add,16.4,8226,8718,0,pow-prismatic,pow-oblique
335,Grasp00336,subject 1,medium wrap,laundry,subject_1_gopro_seg_5.mp4,9059,9215,Palm,Power,2-5,Abd,5.2,9047,9203,0,pow-prismatic,pow-cylindric
336,Grasp00337,subject 1,prismatic 2 finger,laundry,subject_1_gopro_seg_5.mp4,9373,9396,Pad,Precision,2-3,Abd,0.77,9361,9384,0,pre-prismatic,pre-prismatic
338,Grasp00339,subject 1,prismatic 4 finger,laundry,subject_1_gopro_seg_5.mp4,9461,9480,Pad,Precision,2-5,Abd,0.63,9449,9470,0,pre-prismatic,pre-prismatic
339,Grasp00340,subject 1,adducted thumb,laundry,subject_1_gopro_seg_5.mp4,9657,10362,Palm,Power,2-5,Add,23.5,9647,10353,0,pow-prismatic,pow-oblique
340,Grasp00341,subject 1,prismatic 3 finger,laundry,subject_1_gopro_seg_5.mp4,10372,10477,Pad,Precision,2-4,Abd,3.5,10363,10468,0,pre-prismatic,pre-prismatic
341,Grasp00342,subject 1,medium wrap,laundry,subject_1_gopro_seg_5.mp4,10594,10906,Palm,Power,2-5,Abd,10.4,10586,10898,0,pow-prismatic,pow-cylindric
342,Grasp00343,subject 1,medium wrap,laundry,subject_1_gopro_seg_5.mp4,11017,11212,Palm,Power,2-5,Abd,6.5,11009,11204,0,pow-prismatic,pow-cylindric
343,Grasp00344,subject 1,medium wrap,laundry,subject_1_gopro_seg_5.mp4,11383,11501,Palm,Power,2-5,Abd,3.93,11376,11494,0,pow-prismatic,pow-cylindric
344,Grasp00345,subject 1,prismatic 3 finger,laundry,subject_1_gopro_seg_5.mp4,11986,12046,Pad,Precision,2-4,Abd,2.0,11979,12039,0,pre-prismatic,pre-prismatic
346,Grasp00347,subject 1,prismatic 4 finger,laundry,subject_1_gopro_seg_5.mp4,12591,12606,Pad,Precision,2-5,Abd,0.5,12584,12599,0,pre-prismatic,pre-prismatic
347,Grasp00348,subject 1,prismatic 4 finger,laundry,subject_1_gopro_seg_5.mp4,12619,12644,Pad,Precision,2-5,Abd,0.83,12612,12637,0,pre-prismatic,pre-prismatic
348,Grasp00349,subject 1,lateral,laundry,subject_1_gopro_seg_5.mp4,12833,12895,Side,Intermediate,2-5,Add,2.07,12826,12888,0,int-lateral,int-lateral
349,Grasp00350,subject 1,lateral tripod,laundry,subject_1_gopro_seg_5.mp4,12916,13011,Side,Intermediate,3,Add,3.17,12909,13004,0,int-lateral,int-lateral
351,Grasp00352,subject 1,prismatic 2 finger,laundry,subject_1_gopro_seg_5.mp4,13107,13151,Pad,Precision,2-3,Abd,1.47,13100,13144,0,pre-prismatic,pre-prismatic
352,Grasp00353,subject 1,palmar pinch,laundry,subject_1_gopro_seg_5.mp4,13390,13414,Pad,Precision,2,Abd,0.8,13383,13407,0,pre-prismatic,pre-pinch
353,Grasp00354,subject 1,lateral,laundry,subject_1_gopro_seg_5.mp4,13572,13636,Side,Intermediate,2-5,Add,2.13,13565,13629,0,int-lateral,int-lateral
354,Grasp00355,subject 1,adduction grip,housekeeping,subject_1_gopro_seg_5.mp4,13897,14072,Side,Intermediate,3,Abd,5.83,13890,14065,0,pre-prismatic,pre-pinch
355,Grasp00356,subject 1,prismatic 3 finger,housekeeping,subject_1_gopro_seg_6.mp4,95,127,Pad,Precision,2-4,Abd,1.07,95,127,0,pre-prismatic,pre-prismatic
356,Grasp00357,subject 1,lateral,housekeeping,subject_1_gopro_seg_6.mp4,1270,1360,Side,Intermediate,2-5,Add,3.0,1270,1360,0,int-lateral,int-lateral
358,Grasp00359,subject 1,medium wrap,housekeeping,subject_1_gopro_seg_6.mp4,1554,1584,Palm,Power,2-5,Abd,1.0,1554,1584,0,pow-prismatic,pow-cylindric
361,Grasp00362,subject 1,precision disk,housekeeping,subject_1_gopro_seg_6.mp4,2162,2359,Pad,Precision,2-5,Abd,6.57,2162,2359,0,circular,pre-circular
364,Grasp00365,subject 1,prismatic 4 finger,housekeeping,subject_1_gopro_seg_6.mp4,2832,2856,Pad,Precision,2-5,Abd,0.8,2832,2856,1,pre-prismatic,pre-prismatic
369,Grasp00370,subject 1,prismatic 4 finger,housekeeping,subject_1_gopro_seg_6.mp4,5332,5379,Pad,Precision,2-5,Abd,1.57,5328,5375,0,pre-prismatic,pre-prismatic
370,Grasp00371,subject 1,adducted thumb,housekeeping,subject_1_gopro_seg_6.mp4,5386,5453,Palm,Power,2-5,Add,2.23,5382,5449,0,pow-prismatic,pow-oblique
371,Grasp00372,subject 1,small diameter,housekeeping,subject_1_gopro_seg_6.mp4,5479,5550,Palm,Power,2-5,Abd,2.37,5475,5546,0,pow-prismatic,pow-cylindric
372,Grasp00373,subject 1,prismatic 3 finger,housekeeping,subject_1_gopro_seg_6.mp4,5565,5643,Pad,Precision,2-4,Abd,2.6,5561,5639,0,pre-prismatic,pre-prismatic
373,Grasp00374,subject 1,index finger extension,housekeeping,subject_1_gopro_seg_6.mp4,5661,5702,Palm,Power,3-5,Add,1.37,5657,5698,0,pow-prismatic,pow-oblique
374,Grasp00375,subject 1,medium wrap,housekeeping,subject_1_gopro_seg_6.mp4,5708,5744,Palm,Power,2-5,Abd,1.2,5704,5740,0,pow-prismatic,pow-cylindric
375,Grasp00376,subject 1,prismatic 4 finger,housekeeping,subject_1_gopro_seg_6.mp4,5765,5796,Pad,Precision,2-5,Abd,1.03,5761,5792,0,pre-prismatic,pre-prismatic
380,Grasp00381,subject 1,medium wrap,housekeeping,subject_1_gopro_seg_6.mp4,6451,8631,Palm,Power,2-5,Abd,72.67,6451,8632,0,pow-prismatic,pow-cylindric
381,Grasp00382,subject 1,large diameter,housekeeping,subject_1_gopro_seg_6.mp4,8640,8701,Palm,Power,2-5,Abd,2.03,8641,8702,0,pow-prismatic,pow-cylindric
382,Grasp00383,subject 1,index finger extension,housekeeping,subject_1_gopro_seg_6.mp4,8711,8767,Palm,Power,3-5,Add,1.87,8709,8765,0,pow-prismatic,pow-oblique
383,Grasp00384,subject 1,medium wrap,housekeeping,subject_1_gopro_seg_6.mp4,8778,9510,Palm,Power,2-5,Abd,24.4,8776,9508,1,pow-prismatic,pow-cylindric
386,Grasp00387,subject 1,medium wrap,housekeeping,subject_1_gopro_seg_6.mp4,10151,10760,Palm,Power,2-5,Abd,20.3,10149,10758,0,pow-prismatic,pow-cylindric
387,Grasp00388,subject 1,prismatic 2 finger,housekeeping,subject_1_gopro_seg_6.mp4,10883,10915,Pad,Precision,2-3,Abd,1.07,10881,10913,0,pre-prismatic,pre-prismatic
389,Grasp00390,subject 1,prismatic 2 finger,housekeeping,subject_1_gopro_seg_6.mp4,11065,11099,Pad,Precision,2-3,Abd,1.13,11063,11097,0,pre-prismatic,pre-prismatic
390,Grasp00391,subject 1,power sphere,housekeeping,subject_1_gopro_seg_6.mp4,11118,11196,Palm,Power,2-5,Abd,2.6,11116,11194,0,circular,pow-circular
394,Grasp00395,subject 2,palmar pinch,cooking,subject_2_gopro_seg_1.mp4,223,240,Pad,Precision,2,Abd,0.57,223,240,0,pre-prismatic,pre-pinch
